Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,
"Daily Catch Seafood",-71.531219,41.872421,"9 Cedar Swamp Rd","","Smithfield","RI","02917","","PROVIDENCE" 
"Family Dollar 8208",-71.669266,41.913132,"1155 Putnam Pike","","Chepachet","RI","02814","1960","PROVIDENCE" 
"Smith St Express",-71.472893,41.854671,"1815 Smith St","","North Providence","RI","02911","1919","PROVIDENCE" 
"BMC Convenience",-71.444679,41.802086,"905 Cranston St","","Cranston","RI","02920","7843","PROVIDENCE" 
"Coastal Growers' Market",-71.48513,41.573109,"650 Ten Rod Rd","Lafayette Mill","N Kingstown","RI","02852","","WASHINGTON" 
"Khout Gas",-71.428879,41.831158,"691 Valley St","","Providence","RI","02908","5615","PROVIDENCE" 
"Smith St Shell",-71.461441,41.850185,"1525 Smith St","Ste 1","North Providence","RI","02911","2959","PROVIDENCE" 
"Aldi 36",-71.447708,41.799095,"1015 Cranston St","","Cranston","RI","02920","7533","PROVIDENCE" 
"Family Dollar 8177",-71.428955,41.836208,"541 Smith St","","Providence","RI","02908","4350","PROVIDENCE" 
"Big Apple Convenience Store",-71.38369,41.814621,"85 Burgess Ave","","East Providence","RI","02914","5201","PROVIDENCE" 
"Rite Aid 10217",-71.305832,41.738266,"236 County Rd","","Barrington","RI","02806","4514","BRISTOL" 
"Rite Aid 10218",-71.263542,41.694332,"580 Metacom Ave","","Bristol","RI","02809","5182","BRISTOL" 
"Rite Aid 10219",-71.559242,41.68338,"719 Tiogue Ave","","Coventry","RI","02816","5803","KENT" 
"Rite Aid 10223",-71.468163,41.633492,"5945 Post Rd","","North Kingstown","RI","02852","1301","WASHINGTON" 
"Rite Aid 10225",-71.452377,41.570412,"63 Brown St","","North Kingstown","RI","02852","5053","WASHINGTON" 
"Rite Aid 10226",-71.573563,41.836288,"47 Village Plaza Way","","North Scituate","RI","02857","1849","PROVIDENCE" 
"Rite Aid 10231",-71.441765,41.952484,"2136 Mendon Rd","","Cumberland","RI","02864","3805","PROVIDENCE" 
"Rite Aid 10232",-71.246429,41.611465,"3034 East Main Rd","","Portsmouth","RI","02871","4205","NEWPORT" 
"Rite Aid 10233",-71.251572,41.597034,"2456 East Main Rd","","Portsmouth","RI","02871","4025","NEWPORT" 
"Rite Aid 10234",-71.564972,41.997009,"900 Victory Hwy","","Slatersville","RI","02876","0713","PROVIDENCE" 
"Rite Aid 10236",-71.488564,41.441631,"604 Kingstown Rd","","Wakefield","RI","02879","3612","WASHINGTON" 
"Rite Aid 10238",-71.482834,41.431133,"20 Woodruff Ave","","Narragansett","RI","02882","3423","WASHINGTON" 
"Rite Aid 10239",-71.49115,41.708416,"1080 Bald Hill Rd","","Warwick","RI","02886","4202","KENT" 
"Rite Aid 10240",-71.407394,41.743584,"1201 Warwick Ave","","Warwick","RI","02888","4108","KENT" 
"Rite Aid 10246",-71.687042,41.511288,"21 Kingstown Rd","","Richmond","RI","02898","1101","WASHINGTON" 
"Rite Aid 10255",-71.461334,41.85001,"1510 Smith St","","North Providence","RI","02911","2918","PROVIDENCE" 
"Rite Aid 10259",-71.533661,41.870224,"452 Putnam Pike","","Greenville","RI","02828","3008","PROVIDENCE" 
"Rite Aid 10260",-71.498055,41.821342,"1459 Atwood Ave","","Johnston","RI","02919","7706","PROVIDENCE" 
"Rite Aid 10262",-71.472855,41.782364,"250 Atwood Ave","","Cranston","RI","02920","4053","PROVIDENCE" 
"Rite Aid 10245",-71.510094,42.007298,"200 Social St","","Woonsocket","RI","02895","2058","PROVIDENCE" 
"Cumberland Shell 05001",-71.478943,41.985332,"4120 Mendon Rd","","Cumberland","RI","02864","1861","PROVIDENCE" 
"P & E African Market",-71.354256,41.878353,"539 Armistice Blvd","","Pawtucket","RI","02861","2629","PROVIDENCE" 
"Tienda El Paisano LLC",-71.465179,41.805588,"928 Plainfield St","","Johnston","RI","02919","6728","PROVIDENCE" 
"Anthony Grocery Store",-71.449532,41.825077,"964A Atwells Ave","","Providence","RI","02909","3104","PROVIDENCE" 
"Country Farms",-71.645699,41.948627,"86 Mapleville Main St","","Mapleville","RI","02839","1194","PROVIDENCE" 
"STEP BY STEP MART",-71.190292,41.661663,"429 Main Rd","","Tiverton","RI","02878","1369","NEWPORT" 
"Go Local - A Farmers & Artisans Market FM",-71.318481,41.748661,"461 Country Rd","Barrington Congregational Church","Barrington","RI","02806","2423","BRISTOL" 
"Flor Di Brava",-71.409012,41.877632,"593 Weeden St.","units 9,10","Pawtucket","RI","02860","","PROVIDENCE" 
"Hess 39502",-71.400795,41.853573,"1215 N Main St","","Providence","RI","02904","1825","PROVIDENCE" 
"Hess 39209",-71.410927,41.858154,"440 Smithfield Ave","","Providence","RI","02904","1546","PROVIDENCE" 
"Hess 39207",-71.29705,41.526608,"864 W Main Rd","","Middletown","RI","02842","6315","NEWPORT" 
"Hess 39204",-71.501404,41.711567,"346 Providence St","","West Warwick","RI","02893","2023","KENT" 
"Hess 39203",-71.409607,41.703598,"2400 W Shore Rd","","Warwick","RI","02889","8848","KENT" 
"North Tiverton News",-71.184608,41.672615,"15 Main Rd","","Tiverton","RI","02878","1023","NEWPORT" 
"El Pulgarcito Grocery Convenience Store",-71.443932,41.828205,"128 Academy Ave","","Providence","RI","02908","4523","PROVIDENCE" 
"Hess 39211",-71.146484,41.630505,"1308 Stafford Rd","","Tiverton","RI","02878","2563","NEWPORT" 
"SP Varieties Inc",-71.458748,41.818638,"451 Hartford Ave","","Providence","RI","02909","5132","PROVIDENCE" 
"Stop & Shop 736",-71.80864,41.35762,"149 Franklin St","","Westerly","RI","02891","3132","WASHINGTON" 
"B D Food Mart",-71.756821,41.854149,"189A Hartford Pike","","Foster","RI","02825","1910","PROVIDENCE" 
"Paone Seafood",-71.527069,41.680744,"16 Tiogue Ave","","West Warwick","RI","02893","6031","KENT" 
"Tonys Cumberland Market Inc",-71.392822,41.905888,"290 Broad St","","Cumberland","RI","02864","8103","PROVIDENCE" 
"Hess Express 39206",-71.507545,41.868698,"263 Putnam Pike","","Smithfield","RI","02917","2718","PROVIDENCE" 
"Hess Express 39208",-71.424896,41.525948,"1820 Boston Neck Rd","","North Kingstown","RI","02852","","WASHINGTON" 
"Tesoro Market",-71.500549,42.015007,"1047 Social St","","Woonsocket","RI","02895","1381","PROVIDENCE" 
"BJ's Wholesale Club 208",-71.523575,41.825615,"200 Stonehill Dr","","Johnston","RI","02919","","PROVIDENCE" 
"Station One",-71.458061,41.825916,"524 Manton Ave","","Providence","RI","02909","5014","PROVIDENCE" 
"Moons Market",-71.464378,41.782845,"1478 Park Ave","","Cranston","RI","02920","6629","PROVIDENCE" 
"Pick N Pay Food Mart",-71.55352,41.872135,"615 Putnam Pike","","Greenville","RI","02828","2137","PROVIDENCE" 
"Davis Park Farmers Market",-71.452789,41.832443,"Chalkstone Ave","Davis Park","Providence","RI","02908","","PROVIDENCE" 
"Aquidneck Growers  Market",-71.27314,41.529728,"909 East Main Road","","Middletown","RI","02842","","NEWPORT" 
"CVS Pharmacy 1414",-71.478119,41.737076,"1195 Oaklawn Ave","","Cranston","RI","02920","2620","PROVIDENCE" 
"CVS Pharmacy 2506",-71.40358,41.945553,"2125 Diamond Hill Rd","","Cumberland","RI","02864","5134","PROVIDENCE" 
"CVS Pharmacy 7387",-71.354546,41.858185,"63 Newport Ave","","Rumford","RI","02916","2020","PROVIDENCE" 
"Xtra Mart - Mobil Station 1",-71.3993,41.924896,"830 High St","","Cumberland","RI","02864","6501","PROVIDENCE" 
"Gulf Express",-71.372673,41.891895,"698 Broadway","","Pawtucket","RI","02860","1148","PROVIDENCE" 
"Hess Express 39202",-71.50058,41.789986,"1783 Plainfield Pike","","Johnston","RI","02919","5919","PROVIDENCE" 
"Coventry Mart",-71.56382,41.690735,"1100 Main St","","Coventry","RI","02816","5756","KENT" 
"Dollar Tree 4421",-71.278397,41.692738,"10 Gooding Ave","","Bristol","RI","02809","2610","BRISTOL" 
"Diana Market",-71.430992,41.821606,"115 Knight St","","Providence","RI","02909","1309","PROVIDENCE" 
"Cumberland Farms, Inc 1263",-71.260269,41.679642,"390 Metacom Ave","Unit 1","Bristol","RI","02809","5173","BRISTOL" 
"Cumberland Farms, Inc 1284",-71.523529,41.485188,"99 Fortin Rd","Ste 1A","Kingston","RI","02881","","WASHINGTON" 
"Cumberland Farms, Inc 1217",-71.468452,41.640903,"5687 Post Rd","","E Greenwich","RI","02818","3441","KENT" 
"Cumberland Farms, Inc 1257",-71.493309,41.607464,"3323 S County Trl","","E Greenwich","RI","02818","1434","KENT" 
"CVS Pharmacy  827",-71.400803,41.830021,"291 Thayer St","","Providence","RI","02906","1524","PROVIDENCE" 
"CVS Pharmacy  1544",-71.808601,41.357597,"151 Franklin St","","Westerly","RI","02891","3132","WASHINGTON" 
"CVS Pharmacy  2049",-71.423241,41.774139,"100 Francis St","","Providence","RI","02910","2212","PROVIDENCE" 
"Cabo Verde Fish Market",-71.391617,41.868404,"268 West Ave","","Pawtucket","RI","02860","3741","PROVIDENCE" 
"CVS Pharmacy 76",-71.515938,41.788631,"1993 Plainfield Pike","","Johnston","RI","02919","5707","PROVIDENCE" 
"Wallys Market",-71.511803,42.000248,"198 Front St","","Woonsocket","RI","02895","5206","PROVIDENCE" 
"R.i. Beef & Veal Inc. 1",-71.482552,41.843052,"60 Armento St","","Johnston","RI","02919","2735","PROVIDENCE" 
"Cibao Mini Market",-71.413094,41.801701,"456 Prairie Ave","","Providence","RI","02905","2029","PROVIDENCE" 
"Hess Express 39210",-71.562279,41.682171,"764 Tiogue Ave","","Coventry","RI","02816","5806","KENT" 
"Los Compadres Market LLC",-71.422226,41.8013,"93 Laura St","","Providence","RI","02907","1610","PROVIDENCE" 
"Dollar Tree 4432",-71.533592,41.870193,"446 Putnam Pike","Unit 1","Greenville","RI","02828","3027","PROVIDENCE" 
"Rumford Irving",-71.361961,41.831001,"411 N Broadway","","Rumford","RI","02916","3515","PROVIDENCE" 
"P-Town Supermarket",-71.422569,41.841454,"288 Chad Brown St","","Providence","RI","02908","3112","PROVIDENCE" 
"Best Way Gas",-71.393173,41.906849,"302 Broad St","","Cumberland","RI","02864","8104","PROVIDENCE" 
"V Mart LLC",-71.423477,41.7887,"176 Narragansett Ave","","Providence","RI","02907","3367","PROVIDENCE" 
"Emmanuels Bakery & Taqueria LLP",-71.458054,41.800266,"492 Dyer Ave","","Cranston","RI","02920","","PROVIDENCE" 
"Family Dollar 8425",-71.268959,41.71957,"601 Metacom Ave","Unit 1","Warren","RI","02885","2831","BRISTOL" 
"Park Avenue Gas Station Inc",-71.443405,41.782097,"1025 Park Ave","","Cranston","RI","02910","3204","PROVIDENCE" 
"Hartford Convenience",-71.454811,41.817802,"344 Hartford Ave","","Providence","RI","02909","5103","PROVIDENCE" 
"Ashaway Mart",-71.784386,41.425259,"216 Main St","","Ashaway","RI","02804","2009","WASHINGTON" 
"Spiceland",-71.354103,41.894051,"1516 Newport Ave","","Pawtucket","RI","02861","1343","PROVIDENCE" 
"Elmwood Deluxe Mart Inc",-71.424652,41.795387,"610A Elmwood Ave","","Providence","RI","02907","3351","PROVIDENCE" 
"Eastside Mart",-71.390602,41.834282,"422 Lloyd Ave","","Providence","RI","02906","4548","PROVIDENCE" 
"Warwick Shell",-71.403152,41.701836,"2211 W Shore Rd","","Warwick","RI","02889","8428","KENT" 
"Taste of Europe",-71.352821,41.878265,"560 Armistice Blvd","","Pawtucket","RI","02861","2630","PROVIDENCE" 
"Hess Express 39506",-71.423897,41.747818,"1112 Post Rd","","Warwick","RI","02888","3328","KENT" 
"Hess 39214",-71.440384,41.866756,"1394 Mineral Spring Ave","","North Providence","RI","02904","4506","PROVIDENCE" 
"Hess 39212",-71.698486,41.514328,"1190 Main St","gas station","Wyoming","RI","02898","1074","WASHINGTON" 
"Hess 39201",-71.409683,41.733429,"61 Airport Rd","","Warwick","RI","02889","1001","KENT" 
"Diamond Hill Convenience Store 02",-71.402046,41.952667,"2275 Diamond Hill Rd","","Cumberland","RI","02864","5104","PROVIDENCE" 
"Dollar Tree 4523",-71.515678,41.984379,"1412 Park Ave","","Woonsocket","RI","02895","6557","PROVIDENCE" 
"624 Cranston Meat Market Inc",-71.43586,41.806751,"624 Cranston St","","Providence","RI","02907","2836","PROVIDENCE" 
"Washingting Street Market, Inc/  O G Mart",-71.414841,41.822899,"130 Washington St","","Providence","RI","02903","3306","PROVIDENCE" 
"Jamestown Mist",-71.369812,41.496239,"35 Narragansett Ave","","Jamestown","RI","02835","1114","NEWPORT" 
"Milanos Pizza/Olives Deli",-71.433014,41.837437,"659 Smith St","","Providence","RI","02908","4352","PROVIDENCE" 
"7-Eleven 27668L",-71.427193,41.840927,"391 Douglas Ave","","Providence","RI","02908","2511","PROVIDENCE" 
"Tase-Rite Co Inc",-71.499069,41.450996,"1211 Kingstown Rd","","Wakefield","RI","02879","2441","WASHINGTON" 
"City Gas",-71.425156,41.805847,"253 Elmwood Ave","","Providence","RI","02907","1548","PROVIDENCE" 
"Daves Marketplace 9",-71.566643,41.690632,"23 Coventry Shoppers Park","","Coventry","RI","02816","5702","KENT" 
"CRESPO GROCERY",-71.410927,41.795113,"1115 Broad St","","Providence","RI","02905","1616","PROVIDENCE" 
"Erick Market & More Inc",-71.392387,41.890869,"156 Washington St","","Central Falls","RI","02863","2038","PROVIDENCE" 
"Yeyo Market",-71.45517,41.795895,"116 Chestnut Hill Ave","","Cranston","RI","02920","7102","PROVIDENCE" 
"Diggers Catch Seafood",-71.363495,41.82803,"537 N Broadway","","East Providence","RI","02914","2130","PROVIDENCE" 
"Mirae Market",-71.439545,41.782375,"602 Reservoir Ave","","Cranston","RI","02910","1604","PROVIDENCE" 
"Lees Convenience Store",-71.50251,42.009644,"628 Social St","","Woonsocket","RI","02895","2027","PROVIDENCE" 
"Richmond Gas & Convenient Inc - Richmond Mobil",-71.695435,41.513317,"1214 Main St","","Wyoming","RI","02898","1074","WASHINGTON" 
"7-Eleven 32508C",-71.310455,41.492916,"95 Broadway","","Newport","RI","02840","2745","NEWPORT" 
"Pia Dia Convenience",-71.510078,42.002232,"11 Hamlet Ave","","Woonsocket","RI","02895","4407","PROVIDENCE" 
"Quality Meats And Deli",-71.420631,41.808262,"583 Broad St","","Providence","RI","02907","1404","PROVIDENCE" 
"Four Corners Food Mart Inc",-71.370155,41.813572,"327 Warren Ave","","East Providence","RI","02914","3845","PROVIDENCE" 
"Foster Xtra Mart 2885",-71.785713,41.797947,"188 Danielson Pike","","Foster","RI","02825","1309","PROVIDENCE" 
"CVS Pharmacy 15003",-71.271667,41.67149,"173 State St","","Bristol","RI","02809","2205","BRISTOL" 
"North Providence Farmers Market",-71.393524,41.820183,"1 Governor Notte Parkway","Off 1675 Douglas Avenue@Gov Notte Park","North Providence","RI","02904","","PROVIDENCE" 
"Kingstown Mobil",-71.461388,41.62759,"6228 Post Rd","","North Kingstown","RI","02852","1855","WASHINGTON" 
"New Urban Farmers Market",-71.404488,41.877136,"483 Weeden St","","Pawtucket","RI","02860","1719","PROVIDENCE" 
"East Lake Variety Inc",-71.15873,41.569412,"750A East Rd","","Tiverton","RI","02878","3517","NEWPORT" 
"Carcieri's Stop And Compare",-71.420059,41.851261,"567 Charles St","","Providence","RI","02904","2281","PROVIDENCE" 
"Garden Hills Fruit & Deli Inc",-71.477592,41.751717,"763 Oaklawn Ave","","Cranston","RI","02920","2814","PROVIDENCE" 
"J Mart",-71.361366,41.770321,"332 Bullocks Point Ave","","Riverside","RI","02915","4403","PROVIDENCE" 
"Silvas Fish Market",-71.374641,41.814953,"233 Warren Ave","","East Providence","RI","02914","4838","PROVIDENCE" 
"Ammouri Gas & Food Mart",-71.278946,41.687515,"1064 Hope St","","Bristol","RI","02809","1188","BRISTOL" 
"Sams Food Store",-71.517525,41.713814,"119 E Main St","","West Warwick","RI","02893","3635","KENT" 
"International Express Market",-71.448158,41.807983,"243B Webster Ave","","Providence","RI","02909","3821","PROVIDENCE" 
"Istanbul Gourmet Market LLC",-71.45372,41.863071,"1706 Mineral Spring Ave","","North Providence","RI","02904","3916","PROVIDENCE" 
"West Warwick Shell",-71.522079,41.707863,"6 Providence St","","West Warwick","RI","02893","3711","KENT" 
"Vida Sana Natural Health Food LLC",-71.404984,41.789879,"1359 Broad St","","Providence","RI","02905","2831","PROVIDENCE" 
"7-Eleven 35008",-71.399719,41.890072,"603 Hunt St","","Central Falls","RI","02863","1828","PROVIDENCE" 
"Elamani Enterprises Inc - A&B Mart",-71.444344,41.758793,"951 Pontiac Ave","","Cranston","RI","02920","7905","PROVIDENCE" 
"Mega Milk Mart",-71.378654,41.714096,"1243 W Shore Rd","","Warwick","RI","02889","3318","KENT" 
"Shop And Go Food Market",-71.443848,41.80777,"216 Union Ave","","Providence","RI","02909","3030","PROVIDENCE" 
"Encuentro Deli & Grocery",-71.372536,41.892139,"710 Broadway","","Pawtucket","RI","02860","1148","PROVIDENCE" 
"Julian Market",-71.445076,41.821911,"100 Julian St","","Providence","RI","02909","2620","PROVIDENCE" 
"Stop & Shop 2702",-71.405304,41.768131,"275 Warwick Ave","","Cranston","RI","02905","2515","PROVIDENCE" 
"Elsies Baked Goods & More Inc",-71.268959,41.71957,"601 Metacom Ave","Unit 2","Warren","RI","02885","2831","BRISTOL" 
"Gold Mart Convenience Store",-71.353951,41.894253,"1531 Newport Ave","","Pawtucket","RI","02861","1356","PROVIDENCE" 
"Dollar Tree 4632",-71.446983,41.854671,"19 Smithfield Rd","Ste 1","North Providence","RI","02904","5380","PROVIDENCE" 
"Walgreens 13987",-71.366905,41.886642,"385 Cottage St","","Pawtucket","RI","02861","1603","PROVIDENCE" 
"Plainfield Pike Mobil",-71.510086,41.788658,"1897 Plainfield Pike","","Johnston","RI","02919","5710","PROVIDENCE" 
"CVS Pharmacy 5868",-71.400185,41.777534,"1776 Broad St","","Cranston","RI","02905","3520","PROVIDENCE" 
"Melville Xtra Mart 1855",-71.271149,41.577438,"1568 W Main Rd","","Portsmouth","RI","02871","1323","NEWPORT" 
"Coventry Xtra Mart 7865",-71.566963,41.68116,"851 Tiogue Ave","","Coventry","RI","02816","5810","KENT" 
"Willet Ave Xtra Mart 7300",-71.346771,41.759335,"973 Willett Ave","","Riverside","RI","02915","2032","PROVIDENCE" 
"Amoriggis Quality Seafood",-71.472237,41.832993,"23A Greenville Ave","","Johnston","RI","02919","4213","PROVIDENCE" 
"CVS Pharmacy 5107",-71.497696,41.661594,"1285 S County Trl","","East Greenwich","RI","02818","1620","KENT" 
"Dollar Tree 4792",-71.499985,41.790085,"1776 Plainfield Pike","","Cranston","RI","02921","2042","PROVIDENCE" 
"Jolof Market",-71.373734,41.889771,"618 Broadway","","Pawtucket","RI","02860","1233","PROVIDENCE" 
"Gulf Express",-71.377838,41.714348,"1196 W Shore Rd","","Warwick","RI","02889","3364","KENT" 
"Super Star Mini Mart",-71.422646,41.821449,"163 Broadway","","Providence","RI","02903","3013","PROVIDENCE" 
"Spices N Things",-71.440109,41.866837,"1388 Mineral Spring Ave","Unit 1","North Providence","RI","02904","4649","PROVIDENCE" 
"Rossi's Coldcuts & Deli",-71.476677,41.855267,"1877 Smith St","","North Providence","RI","02911","1903","PROVIDENCE" 
"Keur Baye International",-71.500397,42.015625,"1078 Social Street","","Woonsocket","RI","02895","","PROVIDENCE" 
"Ocean State Job Lot 120",-71.423683,41.770771,"1441 Elmwood Ave","","Cranston","RI","02910","3849","PROVIDENCE" 
"Ocean State Job Lot 109",-71.431694,41.788166,"361 Reservoir Ave","","Providence","RI","02907","","PROVIDENCE" 
"Ocean State Job Lot 107",-71.395111,41.862045,"470 Pawtucket Ave","","Pawtucket","RI","02860","5662","PROVIDENCE" 
"Marotta Food Corp  DBA/ C-Town Supermarket",-71.391907,41.880013,"300 Barton St","","Pawtucket","RI","02860","2918","PROVIDENCE" 
"Convenience Plus",-71.514992,41.696026,"177 Legris Ave","","West Warwick","RI","02893","2930","KENT" 
"Family Dollar 8896",-71.46756,41.833992,"921 Manton Ave","","Providence","RI","02909","5627","PROVIDENCE" 
"Ocean State Job Lot 103",-71.487343,41.441689,"36 Old Tower Hill Rd","","Wakefield","RI","02879","3724","WASHINGTON" 
"Ocean State Jog Lot 116",-71.687325,41.513302,"12 Stilson Rd","","Wyoming","RI","02898","1026","WASHINGTON" 
"Ocean State Job Lot 104",-71.581993,41.679077,"1173 Tiogue Ave","","Coventry","RI","02816","6108","KENT" 
"Ocean State Job Lot 112",-71.407837,41.741394,"1290 Warwick Ave","","Warwick","RI","02888","5017","KENT" 
"Ocean State Job Lot 110",-71.268959,41.71957,"601 Metacom Ave","Unit 1","Warren","RI","02885","2831","BRISTOL" 
"Ocean State Job Lot 113",-71.481552,42.015827,"1500 Diamond Hill Rd","Ste 1","Woonsocket","RI","02895","","PROVIDENCE" 
"Casairo Market",-71.501312,41.449448,"471 High St","","Wakefield","RI","02879","2928","WASHINGTON" 
"Ocean State Job Lot 114",-71.290688,41.519779,"282 E Main Rd","","Middletown","RI","02842","5215","NEWPORT" 
"Ocean State Job Lot 117",-71.515678,41.984379,"1412 Park Ave","","Woonsocket","RI","02895","6557","PROVIDENCE" 
"Ocean State Job Lot 118",-71.430687,41.702209,"3030 W Shore Rd","","Warwick","RI","02886","7508","KENT" 
"Ocean State Job Lot 119",-71.804718,41.356117,"20 Post Rd","","Westerly","RI","02891","2605","WASHINGTON" 
"Las Delicias Bakery",-71.449577,41.825108,"964 Atwells Ave","","Providence","RI","02909","3104","PROVIDENCE" 
"Ocean State Job Lot 111",-71.468979,41.631836,"64 Frenchtown Rd","","North Kingstown","RI","02852","1758","WASHINGTON" 
"Emely Party Store & Bakery LLC",-71.420624,41.808708,"568 Broad St","","Providence","RI","02907","1445","PROVIDENCE" 
"U Save Gas Inc",-71.352325,41.892014,"469 Benefit St","","Pawtucket","RI","02861","1301","PROVIDENCE" 
"Ocean State Job Lot 102",-71.480446,41.935402,"622 George Washington Hwy","Ste 403","Lincoln","RI","02865","4274","PROVIDENCE" 
"Ocean State Job Lot 121",-71.503151,41.824905,"1493 Hartford Ave","","Johnston","RI","02919","3224","PROVIDENCE" 
"Cuisine Del Mar",-71.399979,41.879551,"445 Lonsdale Ave","","Pawtucket","RI","02860","1848","PROVIDENCE" 
"Colbea Enterprises LLC - Rotary Shell",-71.317642,41.506332,"138 Connell Hwy","","Newport","RI","02840","1314","NEWPORT" 
"Willett Farms",-71.356461,41.775021,"185 Willett Ave","","Riverside","RI","02915","4226","PROVIDENCE" 
"Smittys Seafood Market Inc",-71.404678,41.758438,"641 Warwick Ave","","Warwick","RI","02888","2602","KENT" 
"Toms Market of Tiverton Inc",-71.190842,41.660435,"492 Main Rd","","Tiverton","RI","02878","1317","NEWPORT" 
"AEW Market Inc",-71.414871,41.821384,"385 Westminster St","Ste 1","Providence","RI","02903","3233","PROVIDENCE" 
"Alltown Warwick",-71.490089,41.710331,"1050 Bald Hill Rd","","Warwick","RI","02886","0724","KENT" 
"Fertile Underground Grocery",-71.435738,41.816116,"1577 Westminster St","","Providence","RI","02909","1808","PROVIDENCE" 
"Captain's Catch Inc",-71.460121,41.698818,"1 Centerville Rd","","Warwick","RI","02886","6921","KENT" 
"AM Performance Petroleum Market",-71.44622,41.800789,"964 Cranston St","","Cranston","RI","02920","5413","PROVIDENCE" 
"El Encanto Market Inc",-71.455429,41.813183,"508 Plainfield St","","Providence","RI","02909","4450","PROVIDENCE" 
"Cityline Convenience",-71.394936,41.785645,"1015 Narragansett Blvd","","Cranston","RI","02905","4224","PROVIDENCE" 
"Sarkis Auto Repairs",-71.354103,41.894024,"1514 Newport Ave","","Pawtucket","RI","02861","1341","PROVIDENCE" 
"Your Corner Store",-71.404129,41.838867,"110 Doyle Ave","","Providence","RI","02906","1757","PROVIDENCE" 
"Sunoco",-71.380928,41.873268,"81 School St","","Pawtucket","RI","02860","4203","PROVIDENCE" 
"La Guira Meat Market Inc",-71.461395,41.819046,"531 Hartford Ave","","Providence","RI","02909","5847","PROVIDENCE" 
"7 Eleven (33614B) 33614B",-71.482269,41.796154,"1394 Plainfield St","","Cranston","RI","02920","2537","PROVIDENCE" 
"Sunnyhill Farm/DBA Ambe Corp",-71.471436,41.819607,"780 Hartford Ave","","Johnston","RI","02919","5405","PROVIDENCE" 
"280, Llc",-71.447609,41.813931,"280 Plainfield St","","Providence","RI","02909","3704","PROVIDENCE" 
"Nathalie Enterprise Llc",-71.45784,41.812809,"574 Plainfield St","","Providence","RI","02909","4629","PROVIDENCE" 
"Madina Halal Market",-71.514633,42.002197,"114 Main St","","Woonsocket","RI","02895","4315","PROVIDENCE" 
"Douglas Food Mart",-71.421761,41.837025,"175 Douglas Ave","","Providence","RI","02908","3702","PROVIDENCE" 
"La Poblanita Market",-71.444427,41.832184,"273 Academy Ave","","Providence","RI","02908","4144","PROVIDENCE" 
"Kandel Food Shops",-71.386955,41.884411,"390 Broad St","","Central Falls","RI","02863","3013","PROVIDENCE" 
"Morenos Meat Market 1",-71.425781,41.835133,"580 Chalkstone Ave","","Providence","RI","02908","4335","PROVIDENCE" 
"Medina Meat Market Llc",-71.444389,41.851341,"838 Admiral St","","Providence","RI","02904","1903","PROVIDENCE" 
"Mobil On The Run (2742) 2742",-71.457764,41.702103,"91 Veterans Memorial Dr","","Warwick","RI","02886","4617","KENT" 
"Alltown Westerly",-71.819183,41.367188,"10 East Ave","","Westerly","RI","02891","3108","WASHINGTON" 
"Lil General 30",-71.410057,41.903919,"259 Front St","","Lincoln","RI","02865","2035","PROVIDENCE" 
"Taunton Ave Irving",-71.375511,41.819649,"155 Taunton Ave","","East Providence","RI","02914","4530","PROVIDENCE" 
"Kejetia Africian Market",-71.37635,41.884369,"397 Broadway","","Pawtucket","RI","02860","1306","PROVIDENCE" 
"Omar Trading Inc",-71.453049,41.863255,"1700 Mineral Spring Ave","","North Providence","RI","02904","3902","PROVIDENCE" 
"M & R Convenience Inc",-71.389107,41.868843,"191 Pawtucket Ave","","Pawtucket","RI","02860","3812","PROVIDENCE" 
"Farm Fresh RI / Veggie Box",-71.399315,41.86301,"1005 Main St","Unit 1220","Pawtucket","RI","02860","7804","PROVIDENCE" 
"Route 2 Associates Ltd Sunoco",-71.500526,41.683205,"425 Quaker Ln","","West Warwick","RI","02893","2114","KENT" 
"J & M Sunoco",-71.386009,41.702179,"1710 W Shore Rd","","Warwick","RI","02889","4927","KENT" 
"Dollar Tree 4965",-71.355766,41.887615,"700 Central Ave","","Pawtucket","RI","02861","2102","PROVIDENCE" 
"Ciao Italia Bakery Inc",-71.484787,41.839142,"269 Greenville Ave","Unit 1","Johnston","RI","02919","2656","PROVIDENCE" 
"Veterans Market",-71.555725,41.676243,"182 Arnold Rd","","Coventry","RI","02816","5642","KENT" 
"Divozzi Italian Bakery",-71.522125,41.714314,"27 Pike St","","West Warwick","RI","02893","3611","KENT" 
"Newport Ave BP",-71.354065,41.887035,"1197 Newport Ave","","Pawtucket","RI","02861","2109","PROVIDENCE" 
"J & M Convenience Store",-71.461929,41.811131,"718 Plainfield St","","Providence","RI","02909","5310","PROVIDENCE" 
"Exeter Variety Store Inc",-71.533684,41.546738,"250C S County Trl","","Exeter","RI","02822","3500","WASHINGTON" 
"Food Mart & Smoke Shop",-71.504303,41.711975,"297 Providence St","","West Warwick","RI","02893","2014","KENT" 
"Capital Gulf",-71.418205,41.832359,"201 Smith St","","Providence","RI","02908","4930","PROVIDENCE" 
"Honeys Market",-71.446999,41.811985,"49 Bancroft St","","Providence","RI","02909","3519","PROVIDENCE" 
"Al-Mall Mini Mart",-71.401558,41.776459,"41 Warwick Ave","","Cranston","RI","02905","3522","PROVIDENCE" 
